sid,start_time,end_time,observation_count,lat_first,lat_min,lat_max,lon_first,lon_min,lon_max,basin,nature,storm_speed_mean,storm_dir_mean,season,duration_days,basin_name,storm_type
1949317N09158,1949-11-13 00:00:00,1949-11-26 12:00:00,109,9.1,9.1,49.0,158.2,132.2,196.0,WP,TS,16.908256880733944,205.8256880733945,1949,13.5,Western Pacific,Tropical Storm
1949335N06138,1949-12-01 00:00:00,1949-12-10 06:00:00,75,6.2,6.2,11.3,138.3,108.0,138.3,WP,TS,8.333333333333334,279.93333333333334,1949,9.25,Western Pacific,Tropical Storm
1949341N10142,1949-12-06 18:00:00,1949-12-15 00:00:00,67,9.7,7.9,34.3,141.9,121.2,154.5,WP,TS,18.16417910447761,206.34328358208955,1949,8.25,Western Pacific,Tropical Storm
1949343S15156,1949-12-09 00:00:00,1949-12-13 00:00:00,33,-15.0,-29.2,-15.0,156.2,156.2,179.0,SP,TS,16.727272727272727,126.51515151515152,1949,4.0,South Pacific,Tropical Storm
1949349S14177,1949-12-15 00:00:00,1949-12-21 00:00:00,49,-14.1,-29.9,-13.1,176.6,-179.9,194.7,SP,TS,11.040816326530612,106.53061224489795,1949,6.0,South Pacific,Tropical Storm
1950004S11059,1950-01-04 06:00:00,1950-01-14 06:00:00,81,-11.1,-26.2,-10.9,59.1,51.8,59.8,SI,TS,5.555555555555555,200.30864197530863,1950,10.0,South Indian,Tropical Storm
1950012S14150,1950-01-11 23:00:00,1950-01-16 23:00:00,51,-14.1,-22.2,-13.9,150.0,145.4,152.6,SP,TS,7.529411764705882,195.58823529411765,1950,5.0,South Pacific,Tropical Storm
1950013S14139,1950-01-12 23:00:00,1950-01-18 23:00:00,61,-13.8,-33.9,-13.8,139.1,138.9,151.3,SP,TS,10.278688524590164,132.13114754098362,1950,6.0,South Pacific,Tropical Storm
1950022S16161,1950-01-22 00:00:00,1950-01-27 00:00:00,41,-16.0,-24.1,-16.0,161.2,161.2,165.0,SP,TS,5.146341463414634,161.70731707317074,1950,5.0,South Pacific,Tropical Storm
1950026S12129,1950-01-25 23:30:00,1950-02-01 01:00:00,71,-12.3,-20.7,-12.3,129.0,122.7,129.0,SI,TS,6.619718309859155,185.56338028169014,1950,6.0625,South Indian,Tropical Storm
1950026S19069,1950-01-26 06:00:00,1950-01-28 06:00:00,17,-18.8,-24.3,-18.8,68.6,65.9,68.6,SI,TS,9.647058823529411,195.2941176470588,1950,2.0,South Indian,Tropical Storm
1950030S21039,1950-01-30 06:00:00,1950-02-01 06:00:00,17,-20.7,-23.4,-20.7,39.0,36.2,39.0,SI,NR,5.0588235294117645,232.64705882352942,1950,2.0,South Indian,NR
1950033S10068,1950-02-02 06:00:00,1950-02-09 06:00:00,57,-9.6,-19.4,-9.6,67.9,36.1,67.9,SI,TS,11.736842105263158,249.56140350877192,1950,7.0,South Indian,Tropical Storm
1950040S12065,1950-02-09 06:00:00,1950-02-17 06:00:00,65,-12.1,-16.6,-11.6,64.9,36.0,64.9,SI,TS,8.938461538461539,262.38461538461536,1950,8.0,South Indian,Tropical Storm
1950048S13070,1950-02-16 18:00:00,1950-02-19 06:00:00,21,-12.7,-23.7,-12.7,69.7,66.7,70.6,SI,TS,13.047619047619047,180.47619047619048,1950,2.5,South Indian,Tropical Storm
1950052S17194,1950-02-21 00:00:00,1950-03-01 00:00:00,65,-17.4,-33.7,-16.7,-165.8,-179.7,193.9,SP,TS,11.307692307692308,231.23076923076923,1950,8.0,South Pacific,Tropical Storm
1950054S16153,1950-02-22 23:00:00,1950-02-27 11:00:00,42,-15.6,-24.6,-15.6,153.3,151.5,156.9,SP,TS,7.238095238095238,209.04761904761904,1950,4.5,South Pacific,Tropical Storm
1950055S15156,1950-02-24 00:00:00,1950-02-27 00:00:00,25,-14.7,-22.8,-14.7,156.4,151.0,156.4,SP,TS,8.36,211.8,1950,3.0,South Pacific,Tropical Storm
1950058S18113,1950-02-26 23:00:00,1950-03-01 23:00:00,31,-17.9,-20.0,-17.9,113.0,97.0,113.0,SI,TS,12.838709677419354,263.5483870967742,1950,3.0,South Indian,Tropical Storm
1950058S20114,1950-02-27 01:00:00,1950-03-01 01:00:00,19,-19.5,-19.5,-19.5,113.5,101.5,113.5,SI,NR,14.31578947368421,270.0,1950,2.0,South Indian,NR
1950059S15188,1950-02-28 00:00:00,1950-03-06 00:00:00,49,-15.0,-30.2,-15.0,-171.8,-179.9,188.0,SP,TS,9.83673469387755,188.87755102040816,1950,6.0,South Pacific,Tropical Storm
1950064S13146,1950-03-04 23:00:00,1950-03-16 23:00:00,128,-13.0,-29.5,-13.0,146.3,136.8,151.5,SP,TS,9.1796875,209.0625,1950,12.0,South Pacific,Tropical Storm
1950064S14166,1950-03-04 12:00:00,1950-03-13 00:00:00,69,-14.3,-25.3,-14.3,166.0,-178.1,183.0,SP,TS,9.18840579710145,136.8840579710145,1950,8.5,South Pacific,Tropical Storm
1950087S14175,1950-03-28 00:00:00,1950-04-01 00:00:00,33,-14.3,-28.0,-14.3,174.6,-179.8,179.7,SP,TS,11.363636363636363,150.15151515151516,1950,4.0,South Pacific,Tropical Storm
1950098N05083,1950-04-07 18:00:00,1950-04-12 03:00:00,36,5.4,5.4,14.5,83.1,83.1,90.2,NI,TS,6.75,34.166666666666664,1950,4.375,North Indian,Tropical Storm
1950101N16170,1950-04-10 18:00:00,1950-04-15 06:00:00,37,16.0,16.0,34.0,170.0,155.0,170.0,WP,TS,14.567567567567568,248.51351351351352,1950,4.5,Western Pacific,Tropical Storm
1950108S10055,1950-04-18 06:00:00,1950-04-23 06:00:00,41,-9.6,-21.0,-9.6,55.1,54.7,59.7,SI,TS,6.487804878048781,163.53658536585365,1950,5.0,South Indian,Tropical Storm
1950126N09151,1950-05-06 00:00:00,1950-05-15 18:00:00,79,8.6,7.2,41.3,150.8,135.0,173.3,WP,TS,15.79746835443038,201.8987341772152,1950,9.75,Western Pacific,Tropical Storm
1950143N08093,1950-05-22 18:00:00,1950-05-27 03:00:00,36,7.7,7.7,15.3,93.3,84.9,93.3,NI,TS,6.666666666666667,316.3888888888889,1950,4.375,North Indian,Tropical Storm
1950156N20116,1950-06-05 00:00:00,1950-06-10 12:00:00,45,20.0,20.0,31.5,115.8,115.8,135.5,WP,TS,10.4,47.22222222222222,1950,5.5,Western Pacific,Tropical Storm
1950160N19091,1950-06-08 18:00:00,1950-06-12 03:00:00,28,18.9,18.9,24.0,91.0,85.0,91.0,NI,TS,5.607142857142857,315.17857142857144,1950,3.375,North Indian,Tropical Storm
1950166N14262,1950-06-14 12:00:00,1950-06-19 12:00:00,41,14.1,14.1,21.5,-98.2,-106.3,-98.2,EP,TS,6.121951219512195,313.5365853658537,1950,5.0,Eastern Pacific,Tropical Storm
1950174N19127,1950-06-22 12:00:00,1950-06-28 00:00:00,45,19.3,19.3,48.1,126.7,125.4,160.0,WP,ET,19.333333333333332,106.66666666666667,1950,5.5,Western Pacific,Extratropical
1950174N20089,1950-06-22 18:00:00,1950-06-26 03:00:00,28,20.2,20.2,24.8,89.1,84.7,89.1,NI,TS,4.678571428571429,312.67857142857144,1950,3.375,North Indian,Tropical Storm
1950180N19113,1950-06-28 12:00:00,1950-06-29 00:00:00,5,19.0,19.0,23.2,112.9,112.9,113.5,WP,TS,21.0,8.0,1950,0.5,Western Pacific,Tropical Storm
1950185N18254,1950-07-03 12:00:00,1950-07-06 12:00:00,25,18.4,18.4,23.3,-105.9,-113.6,-105.9,EP,TS,7.52,304.4,1950,3.0,Eastern Pacific,Tropical Storm
1950187N18120,1950-07-06 06:00:00,1950-07-09 06:00:00,25,17.8,17.8,22.8,119.8,112.8,119.8,WP,DS,7.48,308.6,1950,3.0,Western Pacific,Disturbance
1950191N12149,1950-07-09 12:00:00,1950-07-15 18:00:00,51,12.1,10.3,47.5,149.4,142.8,149.4,WP,TS,18.0,110.88235294117646,1950,6.25,Western Pacific,Tropical Storm
1950191N16252,1950-07-09 12:00:00,1950-07-12 12:00:00,25,16.1,16.1,18.7,-108.0,-118.0,-108.0,EP,TS,8.44,284.4,1950,3.0,Eastern Pacific,Tropical Storm
1950192N20088,1950-07-10 18:00:00,1950-07-12 03:00:00,12,19.5,19.5,22.0,88.0,85.9,88.0,NI,TS,5.666666666666667,321.6666666666667,1950,1.375,North Indian,Tropical Storm
1950192N25079,1950-07-10 18:00:00,1950-07-14 03:00:00,28,25.2,25.2,25.8,79.3,69.6,79.3,NI,TS,6.428571428571429,262.85714285714283,1950,3.375,North Indian,Tropical Storm
1950195N17139,1950-07-13 12:00:00,1950-07-18 09:00:00,40,16.9,16.9,26.1,139.0,128.6,139.0,WP,TS,9.25,270.0,1950,4.875,Western Pacific,Tropical Storm
1950196N21144,1950-07-15 06:00:00,1950-07-22 18:00:00,61,21.5,21.5,41.4,144.0,124.1,144.0,WP,TS,11.754098360655737,271.39344262295083,1950,7.5,Western Pacific,Tropical Storm
1950204N22123,1950-07-22 12:00:00,1950-07-24 06:00:00,15,21.6,21.6,25.0,123.4,119.8,123.4,WP,TS,8.133333333333333,292.6666666666667,1950,1.75,Western Pacific,Tropical Storm
1950205N21131,1950-07-24 00:00:00,1950-07-27 06:00:00,27,21.0,21.0,29.5,130.5,123.3,132.4,WP,TS,14.296296296296296,126.29629629629629,1950,3.25,Western Pacific,Tropical Storm
1950206N21089,1950-07-24 18:00:00,1950-07-29 03:00:00,36,21.3,21.3,24.5,89.4,76.3,89.4,NI,TS,7.111111111111111,284.1666666666667,1950,4.375,North Indian,Tropical Storm
1950206N22143,1950-07-24 18:00:00,1950-08-03 00:00:00,75,21.6,21.6,38.8,142.9,116.0,142.9,WP,TS,9.133333333333333,276.6,1950,9.25,Western Pacific,Tropical Storm
1950207N21115,1950-07-26 00:00:00,1950-07-28 00:00:00,17,21.0,20.4,23.2,115.0,108.8,115.0,WP,TS,9.294117647058824,288.52941176470586,1950,2.0,Western Pacific,Tropical Storm
1950213N24139,1950-08-01 00:00:00,1950-08-04 00:00:00,25,24.1,24.1,38.4,139.1,138.5,141.0,WP,TS,13.2,161.6,1950,3.0,Western Pacific,Tropical Storm
1950213N25128,1950-08-01 06:00:00,1950-08-04 00:00:00,23,25.0,22.5,25.0,128.0,121.3,128.0,WP,DS,7.173913043478261,230.65217391304347,1950,2.75,Western Pacific,Disturbance
1950214N21139,1950-08-02 00:00:00,1950-08-05 12:00:00,29,20.9,20.9,39.2,138.5,138.3,141.9,WP,DS,14.620689655172415,227.93103448275863,1950,3.5,Western Pacific,Disturbance
1950215N25087,1950-08-02 18:00:00,1950-08-06 03:00:00,28,24.7,21.6,24.9,87.0,79.4,87.2,NI,TS,7.857142857142857,238.75,1950,3.375,North Indian,Tropical Storm
1950216N26142,1950-08-03 18:00:00,1950-08-07 06:00:00,29,26.1,26.1,38.9,141.5,131.1,141.5,WP,TS,11.655172413793103,319.3103448275862,1950,3.5,Western Pacific,Tropical Storm
1950220N30142,1950-08-08 00:00:00,1950-08-14 12:00:00,53,29.5,26.2,31.2,142.2,129.7,142.2,WP,DS,7.735849056603773,177.64150943396226,1950,6.5,Western Pacific,Disturbance
1950221N19124,1950-08-09 00:00:00,1950-08-21 18:00:00,103,19.4,19.4,37.5,123.5,123.5,172.7,WP,TS,10.757281553398059,66.31067961165049,1950,12.75,Western Pacific,Tropical Storm
1950221N21089,1950-08-08 18:00:00,1950-08-14 03:00:00,44,20.6,20.6,26.1,89.3,84.0,89.3,NI,TS,3.8636363636363638,245.5681818181818,1950,5.375,North Indian,Tropical Storm
1950221N21122,1950-08-09 06:00:00,1950-08-10 18:00:00,13,20.9,20.8,21.7,121.9,121.9,129.3,WP,NR,11.384615384615385,86.92307692307692,1950,1.5,Western Pacific,NR
1950221N29145,1950-08-08 12:00:00,1950-08-10 06:00:00,15,28.5,28.5,37.0,145.0,138.0,145.0,WP,TS,15.533333333333333,321.3333333333333,1950,1.75,Western Pacific,Tropical Storm
1950222N22161,1950-08-10 00:00:00,1950-08-16 00:00:00,49,22.0,22.0,47.0,160.7,154.5,179.9,WP,TS,15.53061224489796,146.9387755102041,1950,6.0,Western Pacific,Tropical Storm
1950222N25140,1950-08-09 18:00:00,1950-08-14 06:00:00,37,24.7,24.7,37.6,140.0,126.9,141.2,WP,TS,12.621621621621621,205.67567567567568,1950,4.5,Western Pacific,Tropical Storm
1950224N15216,1950-08-12 00:00:00,1950-08-21 12:00:00,77,14.5,14.5,27.4,-144.5,-178.0,-144.5,EP,TS,9.506493506493506,291.23376623376623,1950,9.5,Eastern Pacific,Tropical Storm
1950224N17305,1950-08-12 00:00:00,1950-08-24 06:00:00,100,17.1,17.1,55.4,-55.5,-75.5,-30.3,,TS,13.93,197.2,1950,12.25,,Tropical Storm
1950225N18149,1950-08-12 18:00:00,1950-08-13 18:00:00,9,17.9,17.9,21.5,149.3,149.2,149.3,WP,TS,9.11111111111111,119.44444444444444,1950,1.0,Western Pacific,Tropical Storm
1950225N18243,1950-08-12 12:00:00,1950-08-13 12:00:00,9,17.5,17.5,18.8,-116.8,-118.7,-116.8,EP,TS,5.888888888888889,278.3333333333333,1950,1.0,Eastern Pacific,Tropical Storm
1950226N26124,1950-08-13 18:00:00,1950-08-24 06:00:00,85,25.8,25.8,50.0,123.9,123.9,163.7,WP,TS,11.588235294117647,75.3529411764706,1950,10.5,Western Pacific,Tropical Storm
1950227N20207,1950-08-14 12:00:00,1950-08-30 00:00:00,125,19.7,19.7,36.0,206.8,169.2,206.8,EP,TS,7.2,246.16,1950,15.5,Eastern Pacific,Tropical Storm
1950231N12306,1950-08-18 12:00:00,1950-09-01 18:00:00,116,12.0,12.0,37.0,-54.0,-89.7,-54.0,,TS,8.810344827586206,280.2155172413793,1950,14.25,,Tropical Storm
1950231S18193,1950-08-19 00:00:00,1950-08-23 00:00:00,33,-17.7,-30.3,-17.7,-167.4,-167.4,-158.6,SP,TS,10.333333333333334,147.42424242424244,1950,4.0,South Pacific,Tropical Storm
1950234N11334,1950-08-21 12:00:00,1950-09-05 12:00:00,121,11.1,10.6,44.8,-26.4,-61.5,-26.4,,TS,10.776859504132231,232.56198347107437,1950,15.0,,Tropical Storm
1950239N17229,1950-08-26 12:00:00,1950-08-30 12:00:00,33,17.3,17.3,19.7,-131.5,-143.0,-131.5,EP,TS,7.181818181818182,282.57575757575756,1950,4.0,Eastern Pacific,Tropical Storm
1950241N23140,1950-08-29 06:00:00,1950-09-06 18:00:00,69,23.1,23.1,49.2,140.1,133.8,177.5,WP,TS,14.782608695652174,167.46376811594203,1950,8.5,Western Pacific,Tropical Storm
1950243N15304,1950-08-30 18:00:00,1950-09-18 00:00:00,147,15.2,15.2,59.8,-55.6,-72.2,-3.8,,TS,11.891156462585034,182.58503401360545,1950,18.25,,Tropical Storm
1950244N20277,1950-09-01 06:00:00,1950-09-09 18:00:00,73,19.7,19.7,35.9,-83.2,-90.2,-81.6,,TS,6.821917808219178,181.78082191780823,1950,8.5,,Tropical Storm
1950244N26079,1950-08-31 18:00:00,1950-09-02 03:00:00,12,25.7,25.6,25.7,78.5,77.3,78.5,NI,TS,2.0,265.8333333333333,1950,1.375,North Indian,Tropical Storm
1950247N15145,1950-09-04 06:00:00,1950-09-16 06:00:00,97,14.8,14.8,54.8,145.2,130.9,164.0,WP,TS,12.628865979381443,228.8659793814433,1950,12.0,Western Pacific,Tropical Storm
1950249N15115,1950-09-06 00:00:00,1950-09-09 00:00:00,25,15.4,15.3,17.4,114.9,102.7,114.9,WP,TS,10.08,280.8,1950,3.0,Western Pacific,Tropical Storm
1950251N16319,1950-09-08 06:00:00,1950-09-17 12:00:00,75,15.5,15.5,45.5,-41.0,-59.8,-39.5,,TS,13.04,233.66666666666666,1950,9.25,,Tropical Storm
1950252N15085,1950-09-08 18:00:00,1950-09-11 03:00:00,20,15.1,15.1,17.3,84.6,82.3,84.6,NI,TS,3.4,315.0,1950,2.375,North Indian,Tropical Storm
1950255N13115,1950-09-11 12:00:00,1950-09-13 00:00:00,13,12.5,12.5,16.7,115.4,113.8,115.4,WP,TS,8.23076923076923,226.53846153846155,1950,1.5,Western Pacific,Tropical Storm
1950255N14153,1950-09-11 18:00:00,1950-09-19 06:00:00,61,13.5,13.5,30.0,152.6,133.1,152.6,WP,TS,11.19672131147541,178.52459016393442,1950,7.5,Western Pacific,Tropical Storm
1950255N21090,1950-09-11 18:00:00,1950-09-19 03:00:00,60,20.7,20.6,28.1,89.9,74.3,89.9,NI,TS,7.033333333333333,248.66666666666666,1950,7.375,North Indian,Tropical Storm
1950255S16163,1950-09-12 00:00:00,1950-09-17 00:00:00,41,-15.9,-34.2,-15.9,162.9,-179.5,189.0,SP,TS,15.317073170731707,128.78048780487805,1950,5.0,South Pacific,Tropical Storm
1950256N14137,1950-09-12 18:00:00,1950-09-20 18:00:00,65,14.3,14.3,52.0,137.4,127.5,176.3,WP,TS,19.861538461538462,151.84615384615384,1950,8.0,Western Pacific,Tropical Storm
1950257N23138,1950-09-14 00:00:00,1950-09-17 12:00:00,29,23.0,23.0,41.7,138.0,130.9,145.1,WP,TS,19.551724137931036,171.3793103448276,1950,3.5,Western Pacific,Tropical Storm
1950265N19088,1950-09-21 18:00:00,1950-09-23 03:00:00,12,18.7,18.7,19.7,88.2,86.3,88.2,NI,TS,3.4166666666666665,276.25,1950,1.375,North Indian,Tropical Storm
1950269N05153,1950-09-25 18:00:00,1950-10-07 00:00:00,91,5.4,5.4,21.7,153.4,106.0,153.4,WP,TS,11.23076923076923,289.45054945054943,1950,11.25,Western Pacific,Tropical Storm
1950270N19114,1950-09-26 12:00:00,1950-09-28 12:00:00,17,18.7,18.7,19.3,113.9,108.2,113.9,WP,TS,6.9411764705882355,278.2352941176471,1950,2.0,Western Pacific,Tropical Storm
1950270N25309,1950-09-27 06:00:00,1950-10-07 12:00:00,83,24.6,24.6,61.8,-51.0,-68.0,-7.5,,TS,16.36144578313253,214.09638554216866,1950,10.25,,Tropical Storm
1950273N18117,1950-09-29 12:00:00,1950-10-01 00:00:00,13,17.6,17.4,17.6,117.2,108.1,117.2,WP,TS,14.076923076923077,271.15384615384613,1950,1.5,Western Pacific,Tropical Storm
1950274N26272,1950-10-01 06:00:00,1950-10-04 18:00:00,29,25.6,23.0,26.4,-88.4,-98.4,-88.4,,TS,7.206896551724138,266.37931034482756,1950,3.5,,Tropical Storm
1950275N14251,1950-10-01 12:00:00,1950-10-03 12:00:00,17,14.0,14.0,16.9,-108.7,-111.9,-108.7,EP,TS,5.529411764705882,312.05882352941177,1950,2.0,Eastern Pacific,Tropical Storm
1950281N23270,1950-10-08 06:00:00,1950-10-11 18:00:00,30,23.3,18.2,23.3,-90.4,-96.0,-90.4,,TS,5.466666666666667,210.66666666666666,1950,3.5,,Tropical Storm
1950284N16117,1950-10-11 06:00:00,1950-10-15 06:00:00,33,16.2,16.1,21.1,116.7,107.5,116.7,WP,TS,6.757575757575758,298.7878787878788,1950,4.0,Western Pacific,Tropical Storm
1950285N22313,1950-10-11 12:00:00,1950-10-18 00:00:00,53,22.4,22.4,47.5,-47.0,-60.3,-37.5,,TS,15.660377358490566,187.0754716981132,1950,6.5,,Tropical Storm
1950286N14148,1950-10-12 18:00:00,1950-10-17 00:00:00,35,14.2,14.2,16.3,147.5,132.0,148.3,WP,DS,11.971428571428572,253.57142857142858,1950,4.25,Western Pacific,Disturbance
1950286N16276,1950-10-13 06:00:00,1950-10-20 06:00:00,59,16.0,16.0,32.9,-84.2,-86.5,-78.2,,TS,8.23728813559322,178.135593220339,1950,7.0,,Tropical Storm
1950288S08075,1950-10-15 06:00:00,1950-10-21 06:00:00,49,-8.3,-11.4,-8.3,74.8,56.6,74.8,SI,TS,7.918367346938775,264.59183673469386,1950,6.0,South Indian,Tropical Storm
1950290N12082,1950-10-16 18:00:00,1950-10-22 03:00:00,44,11.8,11.8,23.2,82.1,81.5,90.2,NI,TS,6.886363636363637,90.22727272727273,1950,5.375,North Indian,Tropical Storm
1950290N22318,1950-10-17 06:00:00,1950-10-24 18:00:00,61,22.0,22.0,39.4,-42.0,-44.9,-21.7,,TS,11.508196721311476,126.39344262295081,1950,7.5,,Tropical Storm
1950291N20146,1950-10-17 18:00:00,1950-10-24 06:00:00,53,19.9,19.9,37.9,146.2,141.7,164.0,WP,TS,12.30188679245283,175.28301886792454,1950,6.5,Western Pacific,Tropical Storm
1950291N26271,1950-10-18 00:00:00,1950-10-22 18:00:00,40,25.5,25.4,33.0,-89.5,-91.7,-81.2,,TS,8.675,106.25,1950,4.75,,Tropical Storm
1950297N10138,1950-10-24 00:00:00,1950-10-31 00:00:00,57,10.0,10.0,24.0,138.2,127.8,138.2,WP,TS,8.912280701754385,179.47368421052633,1950,7.0,Western Pacific,Tropical Storm
1950299N12145,1950-10-26 06:00:00,1950-10-28 06:00:00,17,12.2,12.2,15.0,144.9,142.1,144.9,WP,DS,4.9411764705882355,312.94117647058823,1950,2.0,Western Pacific,Disturbance
1950299N25318,1950-10-25 12:00:00,1950-10-28 18:00:00,27,24.7,24.7,31.8,-42.2,-50.5,-42.2,,TS,8.962962962962964,288.8888888888889,1950,3.25,,Tropical Storm
1950301N09138,1950-10-27 12:00:00,1950-11-04 18:00:00,67,9.3,9.3,53.4,138.0,133.7,171.6,WP,TS,18.55223880597015,100.44776119402985,1950,8.25,Western Pacific,Tropical Storm
1950301N26334,1950-10-27 12:00:00,1950-10-29 18:00:00,19,26.0,26.0,28.0,-26.0,-33.8,-26.0,,TS,8.947368421052632,282.36842105263156,1950,2.25,,Tropical Storm
1950305N12145,1950-11-01 00:00:00,1950-11-15 18:00:00,119,12.0,11.0,31.3,144.6,123.8,159.9,WP,TS,10.563025210084033,206.51260504201682,1950,14.75,Western Pacific,Tropical Storm
1950308N13151,1950-11-04 06:00:00,1950-11-11 00:00:00,55,13.0,13.0,32.4,150.8,143.6,177.9,WP,TS,16.836363636363636,147.0,1950,6.75,Western Pacific,Tropical Storm
1950314N34302,1950-11-10 00:00:00,1950-11-12 06:00:00,19,33.7,33.7,38.0,-58.5,-61.1,-55.7,,TS,9.263157894736842,131.57894736842104,1950,2.25,,Tropical Storm
1950320N11084,1950-11-15 18:00:00,1950-11-19 03:00:00,28,10.9,10.9,23.7,83.5,83.5,90.8,NI,TS,11.25,47.142857142857146,1950,3.375,North Indian,Tropical Storm
1950322N06138,1950-11-18 06:00:00,1950-11-25 06:00:00,57,6.5,6.5,21.0,138.3,110.2,138.3,WP,TS,14.0,238.0701754385965,1950,7.0,Western Pacific,Tropical Storm
1950323N09107,1950-11-19 00:00:00,1950-11-21 00:00:00,17,8.8,8.7,10.0,106.8,101.9,106.8,WP,TS,6.705882352941177,290.0,1950,2.0,Western Pacific,Tropical Storm
1950335S09074,1950-12-01 06:00:00,1950-12-08 06:00:00,57,-8.7,-24.0,-8.7,73.8,58.5,73.8,SI,TS,8.368421052631579,211.9298245614035,1950,7.0,South Indian,Tropical Storm
1950336N07086,1950-12-01 18:00:00,1950-12-05 15:00:00,32,7.4,7.4,15.2,85.5,85.1,91.6,NI,TS,6.9375,102.8125,1950,3.875,North Indian,Tropical Storm
1950343S12134,1950-12-09 11:00:00,1950-12-16 01:00:00,75,-11.7,-20.5,-11.7,133.8,124.2,134.3,SI,TS,5.773333333333333,192.2,1950,6.583333333333333,South Indian,Tropical Storm
1950345N06172,1950-12-11 06:00:00,1950-12-13 18:00:00,21,6.0,6.0,8.5,171.5,161.1,171.5,WP,TS,11.0,282.3809523809524,1950,2.5,Western Pacific,Tropical Storm
1950352S09063,1950-12-18 06:00:00,1950-12-28 12:00:00,83,-9.0,-15.8,-9.0,62.9,39.4,62.9,SI,TS,6.253012048192771,240.48192771084337,1950,10.25,South Indian,Tropical Storm
1950360N10141,1950-12-26 06:00:00,1951-01-01 12:00:00,51,9.9,9.9,14.5,141.1,112.2,141.1,WP,TS,12.058823529411764,274.80392156862746,1950,6.25,Western Pacific,Tropical Storm
1951003N31302,1951-01-02 12:00:00,1951-01-12 12:00:00,81,30.5,20.2,44.7,-58.0,-66.6,-41.0,,TS,12.88888888888889,156.0493827160494,1951,10.0,,Tropical Storm
1951006S17052,1951-01-06 06:00:00,1951-01-09 06:00:00,25,-17.1,-22.9,-17.1,52.1,52.1,60.3,SI,TS,8.68,121.8,1951,3.0,South Indian,Tropical Storm
1951008S07074,1951-01-08 06:00:00,1951-02-03 00:00:00,207,-7.0,-26.2,-7.0,74.1,40.0,74.1,SI,TS,4.603864734299517,210.38647342995168,1951,25.75,South Indian,Tropical Storm
1951009S16140,1951-01-08 23:00:00,1951-01-23 23:00:00,148,-16.3,-23.0,-16.1,140.1,132.4,143.9,SP,TS,6.29054054054054,177.22972972972974,1951,15.0,South Pacific,Tropical Storm
1951011S13055,1951-01-11 06:00:00,1951-01-27 18:00:00,133,-13.0,-21.7,-13.0,54.7,36.0,54.7,SI,TS,5.87218045112782,216.46616541353384,1951,16.5,South Indian,Tropical Storm
1951020S18054,1951-01-20 06:00:00,1951-01-21 06:00:00,9,-18.0,-18.0,-18.0,53.5,53.1,53.6,SI,NR,1.5555555555555556,184.44444444444446,1951,1.0,South Indian,NR
1951025S24152,1951-01-24 23:00:00,1951-01-29 23:00:00,53,-24.4,-26.0,-23.0,151.7,150.9,155.2,SP,TS,5.528301886792453,150.66037735849056,1951,5.0,South Pacific,Tropical Storm
1951033S14100,1951-02-02 01:00:00,1951-02-04 01:00:00,21,-14.0,-16.0,-14.0,100.0,94.0,100.0,SI,TS,7.666666666666667,250.71428571428572,1951,2.0,South Indian,Tropical Storm
1951034S11062,1951-02-03 06:00:00,1951-02-07 06:00:00,33,-11.0,-13.6,-11.0,62.0,54.7,62.0,SI,TS,4.96969696969697,239.54545454545453,1951,4.0,South Indian,Tropical Storm
1951037S07074,1951-02-06 06:00:00,1951-02-12 06:00:00,49,-6.7,-29.8,-6.7,73.9,60.9,73.9,SI,TS,11.10204081632653,195.30612244897958,1951,6.0,South Indian,Tropical Storm
1951038S11099,1951-02-07 01:00:00,1951-02-11 01:00:00,41,-11.0,-24.0,-11.0,99.0,96.5,104.0,SI,TS,10.585365853658537,175.2439024390244,1951,4.0,South Indian,Tropical Storm
1951045S16123,1951-02-14 01:00:00,1951-02-18 23:00:00,55,-16.0,-24.9,-15.9,122.5,107.2,122.5,SI,TS,9.981818181818182,232.27272727272728,1951,4.916666666666667,South Indian,Tropical Storm
1951046S11061,1951-02-15 06:00:00,1951-03-03 06:00:00,129,-11.0,-31.4,-11.0,61.8,39.1,61.8,SI,TS,6.449612403100775,204.30232558139534,1951,16.0,South Indian,Tropical Storm
1951050N20139,1951-02-19 06:00:00,1951-02-21 12:00:00,19,20.0,19.7,36.0,138.5,138.2,170.0,WP,TS,35.526315789473685,64.73684210526316,1951,2.25,Western Pacific,Tropical Storm
1951050S14170,1951-02-18 12:00:00,1951-02-28 23:00:00,97,-13.8,-38.0,-13.8,170.3,161.9,173.0,SP,TS,9.34020618556701,180.61855670103094,1951,10.458333333333334,South Pacific,Tropical Storm
1951057S15121,1951-02-26 01:00:00,1951-03-05 01:00:00,77,-15.0,-23.0,-15.0,121.0,106.0,121.0,SI,TS,6.48051948051948,240.64935064935065,1951,7.0,South Indian,Tropical Storm
1951069S13145,1951-03-09 23:00:00,1951-03-19 23:00:00,104,-12.6,-29.0,-12.1,145.4,145.3,160.4,SP,TS,8.567307692307692,154.03846153846155,1951,10.0,South Pacific,Tropical Storm
1951077N06158,1951-03-18 06:00:00,1951-03-27 06:00:00,73,5.7,5.7,11.4,158.3,155.0,172.1,WP,TS,9.232876712328768,187.8082191780822,1951,9.0,Western Pacific,Tropical Storm
